Company Name,Ticker,Country,Industry,Year,Revenue,Revenue Unit,Net Income,Total Assets,Operating Cash Flow
"Marsh & McLennan Companies, Inc.",MMC,United States,Insurance Brokers,2024,24458000000.0,USD,4060000000.0,56481000000.0,4302000000.0
"Marsh & McLennan Companies, Inc.",MMC,United States,Insurance Brokers,2023,22736000000.0,USD,3756000000.0,48030000000.0,4258000000.0
"Marsh & McLennan Companies, Inc.",MMC,United States,Insurance Brokers,2022,20720000000.0,USD,3050000000.0,44114000000.0,3465000000.0
Mastercard Incorporated,MA,United States,Credit Services,2024,28167000000.0,USD,12874000000.0,48081000000.0,14780000000.0
Mastercard Incorporated,MA,United States,Credit Services,2023,25098000000.0,USD,11195000000.0,42448000000.0,11980000000.0
Mastercard Incorporated,MA,United States,Credit Services,2022,22237000000.0,USD,9930000000.0,38724000000.0,11195000000.0
"McCormick & Company, Incorporated",MKC,United States,Packaged Foods,2024,6723700000.0,USD,788500000.0,13070300000.0,921900000.0
"McCormick & Company, Incorporated",MKC,United States,Packaged Foods,2023,6662200000.0,USD,680600000.0,12862300000.0,1237300000.0
"McCormick & Company, Incorporated",MKC,United States,Packaged Foods,2022,6350500000.0,USD,682000000.0,13124900000.0,651500000.0
McKesson Corporation,MCK,United States,Medical Distribution,2025,359051000000.0,USD,3295000000.0,75140000000.0,6085000000.0
McKesson Corporation,MCK,United States,Medical Distribution,2024,308951000000.0,USD,3002000000.0,67443000000.0,4314000000.0
McKesson Corporation,MCK,United States,Medical Distribution,2023,276711000000.0,USD,3560000000.0,62320000000.0,5159000000.0
"Merck & Co., Inc.",MRK,United States,Drug Manufacturers - General,2024,64168000000.0,USD,17117000000.0,117106000000.0,21468000000.0
"Merck & Co., Inc.",MRK,United States,Drug Manufacturers - General,2023,60115000000.0,USD,365000000.0,106675000000.0,13006000000.0
"Merck & Co., Inc.",MRK,United States,Drug Manufacturers - General,2022,59283000000.0,USD,14519000000.0,109160000000.0,19095000000.0
"Meta Platforms, Inc.",META,United States,Internet Content & Information,2024,164501000000.0,USD,62360000000.0,276054000000.0,91328000000.0
"Meta Platforms, Inc.",META,United States,Internet Content & Information,2023,134902000000.0,USD,39098000000.0,229623000000.0,71113000000.0
"Meta Platforms, Inc.",META,United States,Internet Content & Information,2022,116609000000.0,USD,23200000000.0,185727000000.0,50475000000.0
Mettler-Toledo International Inc.,MTD,United States,Diagnostics & Research,2024,3872361000.0,USD,863140000.0,3239999000.0,968346000.0
Mettler-Toledo International Inc.,MTD,United States,Diagnostics & Research,2023,3788309000.0,USD,788778000.0,3355555000.0,965874000.0
Mettler-Toledo International Inc.,MTD,United States,Diagnostics & Research,2022,3919709000.0,USD,872502000.0,3492395000.0,859067000.0
Microchip Technology Incorporated,MCHP,United States,Semiconductors,2025,4401600000.0,USD,-500000.0,15374600000.0,898100000.0
Microchip Technology Incorporated,MCHP,United States,Semiconductors,2024,7634400000.0,USD,1906900000.0,15873200000.0,2892700000.0
Microchip Technology Incorporated,MCHP,United States,Semiconductors,2023,8438700000.0,USD,2237700000.0,16370300000.0,3621000000.0
"Micron Technology, Inc.",MU,United States,Semiconductors,2025,37378000000.0,USD,8539000000.0,82798000000.0,17525000000.0
"Micron Technology, Inc.",MU,United States,Semiconductors,2024,25111000000.0,USD,778000000.0,69416000000.0,8507000000.0
"Micron Technology, Inc.",MU,United States,Semiconductors,2023,15540000000.0,USD,-5833000000.0,64254000000.0,1559000000.0
Microsoft Corporation,MSFT,United States,Software - Infrastructure,2025,281724000000.0,USD,101832000000.0,619003000000.0,136162000000.0
Microsoft Corporation,MSFT,United States,Software - Infrastructure,2024,245122000000.0,USD,88136000000.0,512163000000.0,118548000000.0
Microsoft Corporation,MSFT,United States,Software - Infrastructure,2023,211915000000.0,USD,72361000000.0,411976000000.0,87582000000.0
"Mid-America Apartment Communities, Inc.",MAA,United States,REIT - Residential,2024,2191015000.0,USD,527543000.0,11812369000.0,1098292000.0
"Mid-America Apartment Communities, Inc.",MAA,United States,REIT - Residential,2023,2148468000.0,USD,552806000.0,11484503000.0,1137187000.0
"Mid-America Apartment Communities, Inc.",MAA,United States,REIT - Residential,2022,2019866000.0,USD,637436000.0,11241165000.0,1058479000.0
"Mitsubishi UFJ Financial Group, Inc.",MUFG,Japan,Banks - Diversified,2025,6838439000000.0,USD,1862946000000.0,413113501000000.0,6415000000.0
"Mitsubishi UFJ Financial Group, Inc.",MUFG,Japan,Banks - Diversified,2024,5879775000000.0,USD,1490781000000.0,403703147000000.0,-9844860000000.0
"Mitsubishi UFJ Financial Group, Inc.",MUFG,Japan,Banks - Diversified,2023,6057232000000.0,USD,1116496000000.0,386799477000000.0,13431773000000.0
"Mondelez International, Inc.",MDLZ,United States,Confectioners,2024,36441000000.0,USD,4611000000.0,68497000000.0,4910000000.0
"Mondelez International, Inc.",MDLZ,United States,Confectioners,2023,36016000000.0,USD,4959000000.0,71391000000.0,4714000000.0
"Mondelez International, Inc.",MDLZ,United States,Confectioners,2022,31496000000.0,USD,2717000000.0,71161000000.0,3908000000.0
Monster Beverage Corporation,MNST,United States,Beverages - Non-Alcoholic,2024,7492709000.0,USD,1509048000.0,7719089000.0,1928533000.0
Monster Beverage Corporation,MNST,United States,Beverages - Non-Alcoholic,2023,7140027000.0,USD,1630988000.0,9686522000.0,1717753000.0
Monster Beverage Corporation,MNST,United States,Beverages - Non-Alcoholic,2022,6311050000.0,USD,1191624000.0,8293105000.0,887699000.0
Moody's Corporation,MCO,United States,Financial Data & Stock Exchanges,2024,7088000000.0,USD,2058000000.0,15505000000.0,2838000000.0
Moody's Corporation,MCO,United States,Financial Data & Stock Exchanges,2023,5916000000.0,USD,1607000000.0,14622000000.0,2151000000.0
Moody's Corporation,MCO,United States,Financial Data & Stock Exchanges,2022,5468000000.0,USD,1374000000.0,14349000000.0,1474000000.0
Morgan Stanley,MS,United States,Capital Markets,2024,57621000000.0,USD,13390000000.0,1215071000000.0,1362000000.0
Morgan Stanley,MS,United States,Capital Markets,2023,50667000000.0,USD,9087000000.0,1193693000000.0,-33536000000.0
Morgan Stanley,MS,United States,Capital Markets,2022,50210000000.0,USD,11029000000.0,1180231000000.0,-6397000000.0
"NIKE, Inc.",NKE,United States,Footwear & Accessories,2025,46309000000.0,USD,3219000000.0,36579000000.0,3698000000.0
"NIKE, Inc.",NKE,United States,Footwear & Accessories,2024,51362000000.0,USD,5700000000.0,38110000000.0,7429000000.0
"NIKE, Inc.",NKE,United States,Footwear & Accessories,2023,51217000000.0,USD,5070000000.0,37531000000.0,5841000000.0
"Nasdaq, Inc.",NDAQ,United States,Financial Data & Stock Exchanges,2024,7400000000.0,USD,1117000000.0,30395000000.0,1939000000.0
"Nasdaq, Inc.",NDAQ,United States,Financial Data & Stock Exchanges,2023,6064000000.0,USD,1059000000.0,32294000000.0,1696000000.0
"Nasdaq, Inc.",NDAQ,United States,Financial Data & Stock Exchanges,2022,6226000000.0,USD,1125000000.0,20868000000.0,1706000000.0
Nestlé S.A.,NSRGY,Switzerland,Packaged Foods,2024,91720000000.0,USD,10884000000.0,139264000000.0,16675000000.0
Nestlé S.A.,NSRGY,Switzerland,Packaged Foods,2023,93351000000.0,USD,11209000000.0,126550000000.0,15941000000.0
Nestlé S.A.,NSRGY,Switzerland,Packaged Foods,2022,94780000000.0,USD,9270000000.0,135182000000.0,11907000000.0
Northrop Grumman Corporation,NOC,United States,Aerospace & Defense,2024,41033000000.0,USD,4174000000.0,49359000000.0,4388000000.0
Northrop Grumman Corporation,NOC,United States,Aerospace & Defense,2023,39290000000.0,USD,2056000000.0,46544000000.0,3875000000.0
Northrop Grumman Corporation,NOC,United States,Aerospace & Defense,2022,36602000000.0,USD,4896000000.0,43755000000.0,2901000000.0
Novartis AG,NVS,Switzerland,Drug Manufacturers - General,2024,51722000000.0,USD,11941000000.0,102246000000.0,17619000000.0
Novartis AG,NVS,Switzerland,Drug Manufacturers - General,2023,46660000000.0,USD,14850000000.0,99945000000.0,14458000000.0
Novartis AG,NVS,Switzerland,Drug Manufacturers - General,2022,43461000000.0,USD,6955000000.0,117453000000.0,14236000000.0
Novo Nordisk A/S,NVO,Denmark,Drug Manufacturers - General,2024,290403000000.0,USD,100988000000.0,465795000000.0,120968000000.0
Novo Nordisk A/S,NVO,Denmark,Drug Manufacturers - General,2023,232261000000.0,USD,83683000000.0,314486000000.0,108908000000.0
Novo Nordisk A/S,NVO,Denmark,Drug Manufacturers - General,2022,176954000000.0,USD,55525000000.0,241257000000.0,78887000000.0
Occidental Petroleum Corporation,OXY,United States,Oil & Gas E&P,2024,26725000000.0,USD,3056000000.0,85445000000.0,11439000000.0
Occidental Petroleum Corporation,OXY,United States,Oil & Gas E&P,2023,28257000000.0,USD,4696000000.0,74008000000.0,12308000000.0
Occidental Petroleum Corporation,OXY,United States,Oil & Gas E&P,2022,36634000000.0,USD,13304000000.0,72609000000.0,16810000000.0
"Okta, Inc.",OKTA,United States,Software - Infrastructure,2025,2610000000.0,USD,28000000.0,9437000000.0,750000000.0
"Okta, Inc.",OKTA,United States,Software - Infrastructure,2024,2263000000.0,USD,-355000000.0,8989000000.0,512000000.0
"Okta, Inc.",OKTA,United States,Software - Infrastructure,2023,1858000000.0,USD,-815000000.0,9307000000.0,86000000.0
Oracle Corporation,ORCL,United States,Software - Infrastructure,2025,57399000000.0,USD,12443000000.0,168361000000.0,20821000000.0
Oracle Corporation,ORCL,United States,Software - Infrastructure,2024,52961000000.0,USD,10467000000.0,140976000000.0,18673000000.0
Oracle Corporation,ORCL,United States,Software - Infrastructure,2023,49954000000.0,USD,8503000000.0,134384000000.0,17165000000.0
"PPG Industries, Inc.",PPG,United States,Specialty Chemicals,2024,15845000000.0,USD,1116000000.0,19433000000.0,1420000000.0
"PPG Industries, Inc.",PPG,United States,Specialty Chemicals,2023,16242000000.0,USD,1270000000.0,21647000000.0,2411000000.0
"PPG Industries, Inc.",PPG,United States,Specialty Chemicals,2022,15614000000.0,USD,1026000000.0,20744000000.0,963000000.0
Palantir Technologies Inc.,PLTR,United States,Software - Infrastructure,2024,2865507000.0,USD,462190000.0,6340884000.0,1153865000.0
Palantir Technologies Inc.,PLTR,United States,Software - Infrastructure,2023,2225012000.0,USD,209825000.0,4522425000.0,712183000.0
Palantir Technologies Inc.,PLTR,United States,Software - Infrastructure,2022,1905871000.0,USD,-373705000.0,3461239000.0,223737000.0
"Palo Alto Networks, Inc.",PANW,United States,Software - Infrastructure,2025,9221500000.0,USD,1133900000.0,23576200000.0,3716000000.0
"Palo Alto Networks, Inc.",PANW,United States,Software - Infrastructure,2024,8027500000.0,USD,2577600000.0,19990900000.0,3257600000.0
"Palo Alto Networks, Inc.",PANW,United States,Software - Infrastructure,2023,6892700000.0,USD,439700000.0,14501100000.0,2777500000.0
Parker-Hannifin Corporation,PH,United States,Specialty Industrial Machinery,2025,19850000000.0,USD,3531000000.0,29494000000.0,3776000000.0
Parker-Hannifin Corporation,PH,United States,Specialty Industrial Machinery,2024,19930000000.0,USD,2844000000.0,29298000000.0,3384000000.0
Parker-Hannifin Corporation,PH,United States,Specialty Industrial Machinery,2023,19065000000.0,USD,2083000000.0,29964472000.0,2980000000.0
"PayPal Holdings, Inc.",PYPL,United States,Credit Services,2024,31797000000.0,USD,4147000000.0,81611000000.0,7450000000.0
"PayPal Holdings, Inc.",PYPL,United States,Credit Services,2023,29771000000.0,USD,4246000000.0,82166000000.0,4843000000.0
"PayPal Holdings, Inc.",PYPL,United States,Credit Services,2022,27518000000.0,USD,2419000000.0,78624000000.0,5813000000.0
"PepsiCo, Inc.",PEP,United States,Beverages - Non-Alcoholic,2024,91854000000.0,USD,9578000000.0,99467000000.0,12507000000.0
"PepsiCo, Inc.",PEP,United States,Beverages - Non-Alcoholic,2023,91471000000.0,USD,9074000000.0,100495000000.0,13442000000.0
"PepsiCo, Inc.",PEP,United States,Beverages - Non-Alcoholic,2022,86392000000.0,USD,8910000000.0,92187000000.0,10811000000.0
Pfizer Inc.,PFE,United States,Drug Manufacturers - General,2024,63627000000.0,USD,8031000000.0,213396000000.0,12744000000.0
Pfizer Inc.,PFE,United States,Drug Manufacturers - General,2023,59554000000.0,USD,2119000000.0,226501000000.0,8700000000.0
Pfizer Inc.,PFE,United States,Drug Manufacturers - General,2022,101175000000.0,USD,31372000000.0,197205000000.0,29267000000.0
Philip Morris International Inc.,PM,United States,Tobacco,2024,37878000000.0,USD,7057000000.0,61784000000.0,12217000000.0
Philip Morris International Inc.,PM,United States,Tobacco,2023,35174000000.0,USD,7813000000.0,65304000000.0,9204000000.0
Philip Morris International Inc.,PM,United States,Tobacco,2022,31762000000.0,USD,9048000000.0,61681000000.0,10803000000.0
"Principal Financial Group, Inc.",PFG,United States,Asset Management,2024,16127700000.0,USD,1571000000.0,313663600000.0,4602900000.0
"Principal Financial Group, Inc.",PFG,United States,Asset Management,2023,13665800000.0,USD,623200000.0,305046700000.0,3792400000.0
"Principal Financial Group, Inc.",PFG,United States,Asset Management,2022,17536100000.0,USD,4756900000.0,290867000000.0,3172900000.0
"Prologis, Inc.",PLD,United States,REIT - Industrial,2024,8201610000.0,USD,3731635000.0,95328909000.0,4912209000.0
"Prologis, Inc.",PLD,United States,REIT - Industrial,2023,8023469000.0,USD,3059214000.0,93020840000.0,5373058000.0
"Prologis, Inc.",PLD,United States,REIT - Industrial,2022,5973692000.0,USD,3364856000.0,87897448000.0,4126430000.0
"Prudential Financial, Inc.",PRU,United States,Insurance - Life,2024,70675000000.0,USD,2727000000.0,735587000000.0,8502000000.0
"Prudential Financial, Inc.",PRU,United States,Insurance - Life,2023,54265000000.0,USD,2488000000.0,721212000000.0,6510000000.0
"Prudential Financial, Inc.",PRU,United States,Insurance - Life,2022,56986000000.0,USD,-1647000000.0,689029000000.0,5158000000.0
Public Service Enterprise Group Incorporated,PEG,United States,Utilities - Regulated Electric,2024,10290000000.0,USD,1772000000.0,54640000000.0,2133000000.0
Public Service Enterprise Group Incorporated,PEG,United States,Utilities - Regulated Electric,2023,11237000000.0,USD,2563000000.0,50741000000.0,3806000000.0
Public Service Enterprise Group Incorporated,PEG,United States,Utilities - Regulated Electric,2022,9800000000.0,USD,1031000000.0,48718000000.0,1503000000.0
Public Storage,PSA,United States,REIT - Industrial,2024,4695616000.0,USD,2072011000.0,19754934000.0,3128255000.0
Public Storage,PSA,United States,REIT - Industrial,2023,4517690000.0,USD,2148327000.0,19809216000.0,3246648000.0
Public Storage,PSA,United States,REIT - Industrial,2022,4182163000.0,USD,4349147000.0,17552307000.0,3117141000.0
RTX Corporation,RTX,United States,Aerospace & Defense,2024,80738000000.0,USD,4774000000.0,162861000000.0,7159000000.0
RTX Corporation,RTX,United States,Aerospace & Defense,2023,68920000000.0,USD,3195000000.0,161869000000.0,7883000000.0
RTX Corporation,RTX,United States,Aerospace & Defense,2022,67074000000.0,USD,5197000000.0,158864000000.0,7168000000.0
Realty Income Corporation,O,United States,REIT - Retail,2024,5271142000.0,USD,860772000.0,68835039000.0,3573276000.0
Realty Income Corporation,O,United States,REIT - Retail,2023,4078993000.0,USD,872309000.0,57779357000.0,2958769000.0
Realty Income Corporation,O,United States,REIT - Retail,2022,3343681000.0,USD,869408000.0,49673092000.0,2563856000.0
Regency Centers Corporation,REG,United States,REIT - Retail,2024,1453904000.0,USD,400388000.0,12391961000.0,790198000.0
Regency Centers Corporation,REG,United States,REIT - Retail,2023,1322466000.0,USD,364557000.0,12426913000.0,719591000.0
Regency Centers Corporation,REG,United States,REIT - Retail,2022,1224022000.0,USD,482865000.0,10860220000.0,655815000.0
"Regeneron Pharmaceuticals, Inc.",REGN,United States,Biotechnology,2024,14202000000.0,USD,4412600000.0,37759400000.0,4420500000.0
"Regeneron Pharmaceuticals, Inc.",REGN,United States,Biotechnology,2023,13117200000.0,USD,3953600000.0,33080200000.0,4594000000.0
"Regeneron Pharmaceuticals, Inc.",REGN,United States,Biotechnology,2022,12172900000.0,USD,4338400000.0,29214500000.0,5014900000.0
ResMed Inc.,RMD,United States,Medical Instruments & Supplies,2025,5146327000.0,USD,1400723000.0,8174391000.0,1751588000.0
ResMed Inc.,RMD,United States,Medical Instruments & Supplies,2024,4685297000.0,USD,1020951000.0,6872394000.0,1401260000.0
ResMed Inc.,RMD,United States,Medical Instruments & Supplies,2023,4222993000.0,USD,897556000.0,6751708000.0,693299000.0
Rio Tinto Group,RIO,United Kingdom,Other Industrial Metals & Mining,2024,53658000000.0,USD,11552000000.0,102786000000.0,15599000000.0
Rio Tinto Group,RIO,United Kingdom,Other Industrial Metals & Mining,2023,54041000000.0,USD,10058000000.0,103549000000.0,15160000000.0
Rio Tinto Group,RIO,United Kingdom,Other Industrial Metals & Mining,2022,55554000000.0,USD,12392000000.0,96774000000.0,16134000000.0
Roche Holding AG,RHHBY,Switzerland,Drug Manufacturers - General,2024,62395000000.0,USD,8277000000.0,101801000000.0,20094000000.0
Roche Holding AG,RHHBY,Switzerland,Drug Manufacturers - General,2023,60441000000.0,USD,11498000000.0,90468000000.0,16095000000.0
Roche Holding AG,RHHBY,Switzerland,Drug Manufacturers - General,2022,65814000000.0,USD,12421000000.0,88151000000.0,17803000000.0
"Roper Technologies, Inc.",ROP,United States,Software - Application,2024,7039200000.0,USD,1549300000.0,31334700000.0,2393200000.0
"Roper Technologies, Inc.",ROP,United States,Software - Application,2023,6177800000.0,USD,1384200000.0,28167500000.0,2035100000.0
"Roper Technologies, Inc.",ROP,United States,Software - Application,2022,5371800000.0,USD,4544700000.0,26980800000.0,734600000.0
Royal Bank of Canada,RY,Canada,Banks - Diversified,2024,57491000000.0,USD,16230000000.0,2171582000000.0,23139000000.0
Royal Bank of Canada,RY,Canada,Banks - Diversified,2023,51591000000.0,USD,14605000000.0,2006531000000.0,26079000000.0
Royal Bank of Canada,RY,Canada,Banks - Diversified,2022,48775000000.0,USD,15794000000.0,1917219000000.0,21942000000.0
SLB N.V.,SLB,United States,Oil & Gas Equipment & Services,2024,36289000000.0,USD,4461000000.0,48935000000.0,6602000000.0
SLB N.V.,SLB,United States,Oil & Gas Equipment & Services,2023,33135000000.0,USD,4203000000.0,47957000000.0,6637000000.0
SLB N.V.,SLB,United States,Oil & Gas Equipment & Services,2022,28091000000.0,USD,3441000000.0,43135000000.0,3720000000.0
STERIS plc,STE,United States,Medical Devices,2025,5459515000.0,USD,614641000.0,10146811000.0,1148087000.0
STERIS plc,STE,United States,Medical Devices,2024,5138701000.0,USD,378239000.0,11063697000.0,973274000.0
STERIS plc,STE,United States,Medical Devices,2023,4536266000.0,USD,107030000.0,10821839000.0,756947000.0
Sanofi,SNY,France,Drug Manufacturers - General,2024,44286000000.0,USD,5560000000.0,132798000000.0,9081000000.0
Sanofi,SNY,France,Drug Manufacturers - General,2023,41618000000.0,USD,5400000000.0,126464000000.0,10258000000.0
Sanofi,SNY,France,Drug Manufacturers - General,2022,40561000000.0,USD,8371000000.0,126722000000.0,10526000000.0
Sempra,SRE,United States,Utilities - Diversified,2024,13185000000.0,USD,2862000000.0,96155000000.0,4907000000.0
Sempra,SRE,United States,Utilities - Diversified,2023,16720000000.0,USD,3075000000.0,87181000000.0,6218000000.0
Sempra,SRE,United States,Utilities - Diversified,2022,14439000000.0,USD,2139000000.0,78574000000.0,1142000000.0
"ServiceNow, Inc.",NOW,United States,Software - Application,2024,10984000000.0,USD,1425000000.0,20383000000.0,4267000000.0
"ServiceNow, Inc.",NOW,United States,Software - Application,2023,8971000000.0,USD,1731000000.0,17387000000.0,3398000000.0
"ServiceNow, Inc.",NOW,United States,Software - Application,2022,7245000000.0,USD,325000000.0,13299000000.0,2723000000.0
Shell plc,SHEL,United Kingdom,Oil & Gas Integrated,2024,284312000000.0,USD,16094000000.0,387609000000.0,54687000000.0
Shell plc,SHEL,United Kingdom,Oil & Gas Integrated,2023,316620000000.0,USD,19359000000.0,406270000000.0,54191000000.0
Shell plc,SHEL,United Kingdom,Oil & Gas Integrated,2022,381314000000.0,USD,42309000000.0,443024000000.0,68414000000.0
Shopify Inc.,SHOP,Canada,Software - Application,2024,8880000000.0,USD,2019000000.0,13924000000.0,1616000000.0
Shopify Inc.,SHOP,Canada,Software - Application,2023,7060000000.0,USD,132000000.0,11299000000.0,944000000.0
Shopify Inc.,SHOP,Canada,Software - Application,2022,5600000000.0,USD,-3460000000.0,10757000000.0,-136000000.0
"Simon Property Group, Inc.",SPG,United States,REIT - Retail,2024,5963798000.0,USD,2370896000.0,32405691000.0,3814655000.0
"Simon Property Group, Inc.",SPG,United States,REIT - Retail,2023,5658836000.0,USD,2283126000.0,34283495000.0,3930793000.0
"Simon Property Group, Inc.",SPG,United States,REIT - Retail,2022,5291447000.0,USD,2139535000.0,33011274000.0,3766604000.0
Snap Inc.,SNAP,United States,Internet Content & Information,2024,5361398000.0,USD,-697856000.0,7936348000.0,413480000.0
Snap Inc.,SNAP,United States,Internet Content & Information,2023,4606115000.0,USD,-1322485000.0,7967758000.0,246521000.0
Snap Inc.,SNAP,United States,Internet Content & Information,2022,4601847000.0,USD,-1429653000.0,8029538000.0,184614000.0
Southern Copper Corporation,SCCO,United States,Copper,2024,11433400000.0,USD,3376800000.0,18713500000.0,4421700000.0
Southern Copper Corporation,SCCO,United States,Copper,2023,9895800000.0,USD,2425200000.0,16725300000.0,3573100000.0
Southern Copper Corporation,SCCO,United States,Copper,2022,10047900000.0,USD,2638500000.0,17277400000.0,2802500000.0
Spotify Technology S.A.,SPOT,Luxembourg,Internet Content & Information,2024,15673000000.0,USD,1138000000.0,12005000000.0,2301000000.0
Spotify Technology S.A.,SPOT,Luxembourg,Internet Content & Information,2023,13247000000.0,USD,-532000000.0,8346000000.0,680000000.0
Spotify Technology S.A.,SPOT,Luxembourg,Internet Content & Information,2022,11727000000.0,USD,-430000000.0,7636000000.0,46000000.0
Starbucks Corporation,SBUX,United States,Restaurants,2025,37184400000.0,USD,1856400000.0,32019700000.0,4747500000.0
Starbucks Corporation,SBUX,United States,Restaurants,2024,36176200000.0,USD,3760900000.0,31339300000.0,6095600000.0
Starbucks Corporation,SBUX,United States,Restaurants,2023,35975600000.0,USD,4124500000.0,29445500000.0,6008700000.0
State Street Corporation,STT,United States,Asset Management,2024,12919000000.0,USD,2687000000.0,353240000000.0,-13210000000.0
State Street Corporation,STT,United States,Asset Management,2023,11945000000.0,USD,1944000000.0,297258000000.0,690000000.0
State Street Corporation,STT,United States,Asset Management,2022,12125000000.0,USD,2774000000.0,301450000000.0,11954000000.0
Stryker Corporation,SYK,United States,Medical Devices,2024,22595000000.0,USD,2993000000.0,42971000000.0,4242000000.0
Stryker Corporation,SYK,United States,Medical Devices,2023,20498000000.0,USD,3165000000.0,39912000000.0,3711000000.0
Stryker Corporation,SYK,United States,Medical Devices,2022,18449000000.0,USD,2358000000.0,36884000000.0,2624000000.0
"Sumitomo Mitsui Financial Group, Inc.",SMFG,Japan,Banks - Diversified,2025,5066265000000.0,USD,1177996000000.0,306282015000000.0,4848464000000.0
